lom.classification.purpose;vocabulaire.identifier;term.identifier;obk.begrip.identifier;obk.begrip.aanduiding;obk.begrip.purpose
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;17;dac6e07d-6e4e-4929-a2aa-a577ff8bd866;VO Kerndoel 17: Contact via internet;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;18;220d2156-e2c0-4957-85b3-e11544c64585;VO Kerndoel 18: Engels als wereldtaal;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;19;13d9f45f-1511-4b8b-99b9-9de67b2bad00;VO Kerndoel 19: Wiskundetaal ontwikkelen;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;20;341478a8-f989-4dd1-9ac6-2d8dbd9ac5f8;VO Kerndoel 20: Wiskunde gebruiken in praktische situaties;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;21;e68c363f-8caf-4e9f-b729-12cb0e0e7c46;VO Kerndoel 21: Wiskundig redeneren;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;22;f82de175-d5d2-4fba-8a4e-bac6494f83ae;VO Kerndoel 22: Rekenstructuren doorzien en rekenbegrippen gebruiken;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;23;52552e12-a168-4431-8ef8-d90462c7ad25;VO Kerndoel 23: Exact en schattend rekenen;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;24;61e826e8-519d-428a-9f82-90e791d474b7;VO Kerndoel 24: Meten en metriek stelsel;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;25;070cf703-9914-492d-8893-0a39ccec17db;VO Kerndoel 25: Verbanden visualiseren en formaliseren;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;26;cef093c3-1809-4f37-96ab-a986dce94599;VO Kerndoel 26: Werken met en redeneren over vormen;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;27;f23a0fc6-5b0a-4cea-a982-4562520eada3;VO Kerndoel 27: Ordenen van gegevens;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;28;477f29ac-dfd9-4497-8456-95956422a44e;VO Kerndoel 28: Onderzoek leren doen;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;29;fc3d9260-29f1-4c37-ae6f-82340c86aa02;VO Kerndoel 29: Sleutelbegrippen;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;30;78311c70-18be-4a17-aeec-16fbe3cb7566;VO Kerndoel 30: Het milieu;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;31;d357271b-3cfd-40c4-881d-084b71ca05c8;VO Kerndoel 31: Processen in de natuur;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;32deel1;faa2483a-4230-432a-ab81-67437ff58a99;VO Kerndoel 32: Theorieën in de natuur;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;32deel2;faa2483a-4230-432a-ab81-67437ff58a99;VO Kerndoel 32: Theorieën in de natuur;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;33;0d102eae-8853-43a3-8788-5e26d80564b7;VO Kerndoel 33: Techniek;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;34;306aa6e6-aafd-42d1-85cf-43e967a11a7a;VO Kerndoel 34: Lichaam en gezondheid;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;35;3755689a-68eb-4ebc-8de8-e8f2c714300e;VO Kerndoel 35: Zorg en veiligheid;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;36;d1442e43-ed68-4bfb-9987-343aab2cff4d;VO Kerndoel 36: Meningvorming;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;37;4fd020d4-272c-46c8-a35a-ca2539d040a7;VO Kerndoel 37: Historische basiskennis;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;38;27fefa0d-c620-436b-84cb-205af17325ec;VO Kerndoel 38: Geografische basiskennis;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;39;6458ab99-7837-450f-8685-308b46997112;VO Kerndoel 39: Onderzoek leren doen;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;40;bf7f6585-907f-4df6-8345-83a229ff7b71;VO Kerndoel 40: Omgaan met historische bronnen;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;41;7f3b8b96-587d-48e3-98dd-3892032f1e66;VO Kerndoel 41: Omgaan met atlas en kaarten;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;42;4e29b8e5-0186-4cad-8750-d91e3d45808a;VO Kerndoel 42: Inzicht in de eigen omgeving;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;43;cbc82fec-0045-4096-99e8-ae4b7fddf9b9;VO Kerndoel 43: Cultuurverschillen in Nederland;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;44;f63a2618-8cc9-4b37-88da-6446204ce67a;VO Kerndoel 44: De politiek;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;45;f58aa6e2-cf4b-47d3-b226-113e54e440db;VO Kerndoel 45: Europese samenwerking;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;46;935d1aa8-d00a-4495-bea2-c39f6212bf75;VO Kerndoel 46: Arm en rijk;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;47;b8552f53-4a3e-414a-ae6a-3b891c972a97;VO Kerndoel 47: Oorlog, vrede en mensenrechten;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;48;7da3a86c-29b8-4c65-8a6c-894b2e65c5fc;VO Kerndoel 48: Produceren van kunst;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;49;61bc5488-34f9-4271-86f3-dca2cba615a3;VO Kerndoel 49: Eigen kunstzinnig werk presenteren;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;50;563df93f-8f84-4c9a-a10b-8fdbf0773790;VO Kerndoel 50: Leren kijken en luisteren naar kunst;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;51;26f2e674-ca2e-489d-b5ee-18b3a9b17065;VO Kerndoel 51: Verslag doen van ervaringen;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;52;7043ce15-61fd-473a-9d76-9cf3aa8fb284;VO Kerndoel 52: Reflecteren op kunstzinnig werk;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;53;9d0ed5bd-c111-4d8a-8386-317d5dc2ac5e;VO Kerndoel 53: Bewegen beleven / Oriënteren op bewegingsactiviteiten;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;54;34ec276c-7e3f-4f05-b4e3-3159f931244a;VO Kerndoel 54: Bewegen verbeteren / Uitbreiding van bewegingsrepertoire;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;55;07861cce-c1cc-4efb-af46-c36a76062ceb;VO Kerndoel 55: Bewegen verbeteren / Toepassen van bewegingsprincipes;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;56;71a175d5-24a5-4b48-9244-4a8afed1221e;VO Kerndoel 56: Bewegen beleven / Omgaan met andereren;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;57;74b6ba50-c633-48ff-8494-de317a4e18eb;VO Kerndoel 57: Bewegen regelen / Regelen en organiseren;educational objective
competency;vdex_classification_kerndoelen_onderbouw_vo_20071115.xml;58;05abd22d-1e69-4aa1-9d56-f78e63d6e0af;VO Kerndoel 58: Gezond bewegen;educational objective
