lom.classification.purpose;vocabulaire.identifier;term.identifier;obk.begrip.identifier;obk.begrip.aanduiding;obk.begrip.purpose
discipline;vdex_classification_discipline_czp_20060628.xml;scheikunde;3aab168a-9b24-4aca-b0f1-4bfb12e7c288;Scheikunde;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;milieu;c001f86a-4f8f-4420-bd78-381c615ecedc;Aardrijkskunde;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;techniek;c6971373-aa44-4de9-91ef-aca886d42a6a;Techniek;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;mens%20en%20natuur;3a8e841e-ee9a-4790-b6ac-747f54d19ea1;Mens en natuur;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;kunst%20en%20cultuur;4aa16ae7-48c6-4f96-b48d-a67389a7050d;Kunst en cultuur;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;dans;0b1fbf62-4eb4-4af3-a267-3cd3215d6aac;Dans;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;drama;904a6dbc-c236-42c8-aaa9-a5d7eaa9639f;Drama;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;muziek;7aa6f577-b02d-484a-90d6-72fc80199f9a;Muziek;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;beeldende%20vorming;4c8a3378-6616-459d-acc4-83ee5a9b91a2;Beeldende vormgeving;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;handenarbeid;f1116b34-14c9-4098-85fb-aed1b9473894;Handvaardigheid;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;tekenen;5cb7f440-c370-4056-b30d-f57130cccede;Tekenen;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;schilderen;4c8a3378-6616-459d-acc4-83ee5a9b91a2;Beeldende vormgeving;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;audiovisuele%20vormgeving;570aef95-9d43-401d-bac2-b40a6dab4082;Audiovisuele vormgeving;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;textiele%20werkvormen;5fa492c3-7f83-4e2f-8931-87fc1a2d0048;Textiele vormgeving;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;schrijven;ddae0006-230f-4f00-b407-9d358a90a27e;Technisch schrijven;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;informatie-%20en%20communicatietechnologie;e8e7fa96-dfc6-4d6d-a41b-a44c1b5b4138;Computervaardigheden/ ICT;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;informatie-%20en%20communicatietechnologie;2845473d-ce18-450a-9135-6738abbdc129;Informatica;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;filosofie;d35b903f-1598-4bdd-a2fa-8aba854df762;Filosofie;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;levensbeschouwing;37ca9dc8-2560-42de-9aac-590143932b63;Levensbeschouwing;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;lichamelijke%20opvoeding;bc7cb521-bdfe-46ab-b635-f2d2189bdd39;Lichamelijke opvoeding;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;sociale%20vaardigheid;35d0e3ed-d62e-40a5-8bff-46f1de51e47a;Sociaal-emotionele ontwikkeling;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;verkeer;d45cf1d7-3d8e-476a-a4ef-a39440820199;Verkeer;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;verzorging;3e1f23da-ab74-440d-a2e2-6856cd5c51a8;Verzorging;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;maatschappijleer;7596e435-d417-4de8-a32e-8e61f11ee1d2;Maatschappijleer;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;management%20en%20organisatie;fd3988c5-9648-4c39-9122-93a7260c8bbe;Management en organisatie;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;economie;4ba5583f-b147-42cc-a083-ce5ebfd53746;Economie;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;wiskunde;7afbb7a6-c29b-425c-9c59-6f79c845f5f0;Rekenen/wiskunde;discipline
discipline;vdex_classification_discipline_czp_20060628.xml;rekenen;b48fa351-4561-44c7-a071-ebfd6103eec3;Rekenen;discipline
