lom.classification.purpose;vocabulaire.identifier;term.identifier;obk.begrip.identifier;obk.begrip.aanduiding;obk.begrip.purpose
competency;vdex_classification_kerndoelen_po_04_2006.xml;23;ca8a7c55-b038-4eb7-ab26-e87fa58bced0;PO Kerndoel 23: Wiskundetaal gebruiken;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;24;7efa59c6-b263-42c3-9199-bf818c6a1b4b;PO Kerndoel 24: Wiskundige problemen oplossen;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;25;b24b831e-ba83-4118-91d3-00ec1bc13650;PO Kerndoel 25: Strategieen beoordelen;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;26;1ed1e736-c541-4b47-9061-34117d70c859;PO Kerndoel 26: Structuren doorzien;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;27;c2bfba34-1ca1-4560-9131-67cd068f9713;PO Kerndoel 27: Basisbewerkingen automatiseren;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;28;ff515534-6ed1-45cb-9767-ee4a70119b19;PO Kerndoel 28: Schattend rekenen;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;29;1ef4dfbf-1810-4fc5-94ef-d455fdcf3661;PO Kerndoel 29: Handig rekenen;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;30;93556d3a-c7d0-4a49-a692-6fddf17f9aa5;PO Kerndoel 30: Standaardprocedures;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;31;a40c6b0a-cb46-4fc3-b42d-23a4457ab21e;PO Kerndoel 31: Rekenmachine;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;32;9ed074c3-29f2-475b-bbe3-aaca1b78077b;PO Kerndoel 32: Meetkundige problemen oplossen;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;33;d4b16fc2-8c8a-46ae-956c-d5cdfc6ff03d;PO Kerndoel 33: Eenheden en maten;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;34;82c7db22-1b7f-4890-8720-dd2aa8373b56;PO Kerndoel 34: Gezondheid;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;35;45dbe23d-61b7-4332-872d-a5280d7a17b0;PO Kerndoel 35: Redzaam gedrag;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;36;28a9525c-da1f-4b7f-b67f-38a3b96b369f;PO Kerndoel 36: Staatsinrichting;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;37;45885286-dc4b-4648-b4b3-16f14ebf262f;PO Kerndoel 37: Waarden en normen;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;38;156d3f88-03e0-458f-87f1-c624219ec99f;PO Kerndoel 38: Geestelijke stromingen;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;39;7f6e0edc-e38f-43bb-a7f8-82d0cab137ad;PO Kerndoel 39: Milieu;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;40;d803cf62-cf7e-404c-b650-8c7543534b6d;PO Kerndoel 40: Planten en dieren herkennen;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;41;1095e038-a147-4b0a-bbfa-a202789744da;PO Kerndoel 41: Bouw van organismen;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;42;c3d8c8c0-0f94-4dec-8ce6-f52fab27158f;PO Kerndoel 42: Natuurkundige verschijnselen;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;43;efc344e0-4651-4c07-ad61-0091cb7aa69f;PO Kerndoel 43: Weer en klimaat;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;44;3d12e0ca-bca7-4b78-a8ed-f4699570fb12;PO Kerndoel 44: Kennis van produkten;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;45;e652ff27-3b26-4820-8d7b-32e9d38836e1;PO Kerndoel 45: Technische oplossingen;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;46;518b5749-dbe3-4e31-a139-f520752566e4;PO Kerndoel 46: Dagritme en seizoenen;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;47;4fb0176d-c4b4-4455-9cce-d43b6c1a9ac8;PO Kerndoel 47: Ruimtelijke inrichting;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;48;89dafb2b-df9c-4f05-af37-1468f91983d1;PO Kerndoel 48: Omgang met water;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;49;59065228-97c2-487c-9db3-a6d4242fc633;PO Kerndoel 49: Spreiding van bevolking en landschap;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;50;f2bacf1a-e6f9-4556-a1b9-54960a50df4b;PO Kerndoel 50: Kaart en atlas;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;51;e93ea3f8-e21a-4a8a-b3b9-4ac005fe5f30;PO Kerndoel 51: Historische bronnen;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;52;e2a2a741-5b36-4aff-8acc-9523fba6af5e;PO Kerndoel 52: Tijdvakken;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;53;c6af9dc7-efee-4cb3-83b2-bf5c54512238;PO Kerndoel 53: Personen en gebeurtenissen;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;54;c4e8c51c-144b-4a76-bff5-09337c03ab63;PO Kerndoel 54: Uitdrukken en communiceren;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;55;d619232e-394a-4c8c-b607-e94c36bfd48f;PO Kerndoel 55: Reflecteren;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;56;7555bcba-47e9-41d2-b04a-5a3623062146;PO Kerndoel 56: Cultureel erfgoed;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;57;8b4cb0d1-0a99-42fc-8ad9-2e13a2bd482f;PO Kerndoel 57: Leren deelnemen;educational objective
competency;vdex_classification_kerndoelen_po_04_2006.xml;58;4b63c87d-59d4-4c7b-a609-8097ef7c5591;PO Kerndoel 58: Leren samenwerken;educational objective
